GFDL_varname,CMOR_varname,standard_name,long_name,mipTable,cmor_units
fracInLut,fracInLut,area_fraction,Annual gross percentage that was transferred into this tile from other land use tiles,Eyr,%,
fracLut,fracLut,area_fraction,Percentage of grid cell for each land use tile,Eyr,%,
swtoacsdust,swtoacsdust,toa_instantaneous_shortwave_forcing,clear sky sw-rf dust at toa,Emon,W m-2,
swtoaasdust,swtoaasdust,toa_instantaneous_shortwave_forcing,all sky sw-rf dust at toa,Emon,W m-2,
lwtoaasdust,lwtoaasdust,toa_instantaneous_longwave_forcing,all sky lw-rf dust at toa,Emon,W m-2,
lwtoacsaer,lwtoacsaer,toa_instantaneous_longwave_forcing,clear sky lw-rf aerosols at toa,Emon,W m-2,
prhmax,prhmax,precipitation_flux,Maximum Hourly Precipitation Rate,Eday,kg m-2 s-1,
pfull,pfull,air_pressure,Air Pressure,6hrLev,Pa,
rlu,rlu,upwelling_longwave_flux_in_air,Upwelling Longwave Radiation,Efx,W m-2,
rsu,rsu,upwelling_shortwave_flux_in_air,Upwelling Shortwave Radiation,Efx,W m-2,
rld,rld,downwelling_longwave_flux_in_air,Downwelling Longwave Radiation,Efx,W m-2,
rsd,rsd,downwelling_shortwave_flux_in_air,Downwelling Shortwave Radiation,Efx,W m-2,
sithick,sithick,sea_ice_thickness,Sea Ice Thickness,SImon,m,
sitimefrac,sitimefrac,fraction_of_time_with_sea_ice_area_fraction_above_threshold,Fraction of time steps with sea ice,SIday,1,
siconca,siconca,sea_ice_area_fraction,Sea Ice Area Fraction (Atmospheric Grid),SIday,%,
sithick,sithick,sea_ice_thickness,Sea Ice Thickness,SIday,m,
sisnthick,sisnthick,surface_snow_thickness,Snow thickness,SIday,m,
sitemptop,sitemptop,sea_ice_surface_temperature,Surface temperature of sea ice,SIday,K,
sispeed,sispeed,sea_ice_speed,Sea-ice speed,SIday,m s-1,
zmswaero,zmswaero,tendency_of_air_temperature_due_to_longwave_heating_from_volcanic_ambient_aerosol_particles,Zonal mean shortwave heating rate due to volcanic aerosols,E6hrZ,K s-1,
zmlwaero,zmlwaero,tendency_of_air_temperature_due_to_shortwave_heating_from_volcanic_ambient_aerosol_particles,Zonal mean longwave heating rate due to volcanic aerosols,E6hrZ,K s-1,
aod550volso4,aod550volso4,stratosphere_optical_thickness_due_to_volcanic_ambient_aerosol_particles,Aerosol optical depth at 550 nm due to stratospheric volcanic aerosols,Eday,1e-09,
msftyz,msftyz,ocean_y_overturning_mass_streamfunction,Ocean Y Overturning Mass Streamfunction,Odec,kg s-1,
tas,tas,air_temperature,Surface Air Temperature,ImonGre,K,
ts,ts,surface_temperature,Surface Temperature,ImonGre,K,
tsn,tsn,temperature_in_surface_snow,Snow Internal Temperature,ImonGre,K,
litemptop,litemptop,temperature_at_top_of_ice_sheet_model,Temperature at top of ice sheet model,ImonGre,K,
litempbotgr,litempbotgr,land_ice_basal_temperature,Basal temperature of grounded ice sheet,ImonGre,K,
litempbotfl,litempbotfl,land_ice_basal_temperature,Basal temperature of floating ice shelf,ImonGre,K,
acabf,acabf,land_ice_surface_specific_mass_balance_flux,Surface Mass Balance flux,ImonGre,kg m-2 s-1,
prsn,prsn,snowfall_flux,Snowfall Flux,ImonGre,kg m-2 s-1,
prra,prra,rainfall_flux,Rainfall Flux over Land Ice,ImonGre,kg m-2 s-1,
sbl,sbl,tendency_of_atmosphere_mass_content_of_water_vapor_due_to_sublimation_of_surface_snow_and_ice,Surface Snow and Ice Sublimation Flux,ImonGre,kg m-2 s-1,
snicem,snicem,surface_snow_and_ice_melt_flux,Surface snow and ice melt flux,ImonGre,kg m-2 s-1,
snm,snm,surface_snow_melt_flux,Surface Snow Melt,ImonGre,kg m-2 s-1,
icem,icem,land_ice_surface_melt_flux,Surface ice melt flux,ImonGre,kg m-2 s-1,
snicefreez,snicefreez,surface_snow_and_ice_refreezing_flux,Surface snow and ice refreeze flux,ImonGre,kg m-2 s-1,
mrroLi,mrroLi,land_ice_runoff_flux,Land Ice Runoff Flux,ImonGre,kg m-2 s-1,
hfls,hfls,surface_upward_latent_heat_flux,Surface Upward Latent Heat Flux,ImonGre,W m-2,
hfss,hfss,surface_upward_sensible_heat_flux,Surface Upward Sensible Heat Flux,ImonGre,W m-2,
rsds,rsds,surface_downwelling_shortwave_flux_in_air,Surface Downwelling Shortwave Radiation,ImonGre,W m-2,
rsus,rsus,surface_upwelling_shortwave_flux_in_air,Surface Upwelling Shortwave Radiation,ImonGre,W m-2,
rlds,rlds,surface_downwelling_longwave_flux_in_air,Surface Downwelling Longwave Radiation,ImonGre,W m-2,
rlus,rlus,surface_upwelling_longwave_flux_in_air,Surface Upwelling Longwave Radiation,ImonGre,W m-2,
libmassbfgr,libmassbfgr,land_ice_basal_specific_mass_balance_flux,Basal specific mass balance flux of grounded ice sheet,ImonGre,kg m-2 s-1,
libmassbffl,libmassbffl,land_ice_basal_specific_mass_balance_flux,Basal specific mass balance flux of floating ice shelf,ImonGre,kg m-2 s-1,
licalvf,licalvf,land_ice_specific_mass_flux_due_to_calving,Land ice calving flux,ImonGre,kg m-2 s-1,
lifmassbf,lifmassbf,land_ice_specific_mass_flux_due_to_calving_and_ice_front_melting,Land ice vertical front mass balance flux,ImonGre,kg m-2 s-1,
orog,orog,surface_altitude,Surface Altitude,ImonGre,m,
snc,snc,surface_snow_area_fraction,snow cover fraction,ImonGre,%,
tas,tas,air_temperature,Surface Air Temperature,ImonAnt,K,
ts,ts,surface_temperature,Surface Temperature,ImonAnt,K,
tsn,tsn,temperature_in_surface_snow,Snow Internal Temperature,ImonAnt,K,
litemptop,litemptop,temperature_at_top_of_ice_sheet_model,Temperature at top of ice sheet model,ImonAnt,K,
litempbotgr,litempbotgr,land_ice_basal_temperature,Basal temperature of grounded ice sheet,ImonAnt,K,
litempbotfl,litempbotfl,land_ice_basal_temperature,Basal temperature of floating ice shelf,ImonAnt,K,
acabf,acabf,land_ice_surface_specific_mass_balance_flux,Surface Mass Balance flux,ImonAnt,kg m-2 s-1,
prsn,prsn,snowfall_flux,Snowfall Flux,ImonAnt,kg m-2 s-1,
prra,prra,rainfall_flux,Rainfall Flux over Land Ice,ImonAnt,kg m-2 s-1,
sbl,sbl,tendency_of_atmosphere_mass_content_of_water_vapor_due_to_sublimation_of_surface_snow_and_ice,Surface Snow and Ice Sublimation Flux,ImonAnt,kg m-2 s-1,
snicem,snicem,surface_snow_and_ice_melt_flux,Surface snow and ice melt flux,ImonAnt,kg m-2 s-1,
snm,snm,surface_snow_melt_flux,Surface Snow Melt,ImonAnt,kg m-2 s-1,
icem,icem,land_ice_surface_melt_flux,Surface ice melt flux,ImonAnt,kg m-2 s-1,
snicefreez,snicefreez,surface_snow_and_ice_refreezing_flux,Surface snow and ice refreeze flux,ImonAnt,kg m-2 s-1,
mrroLi,mrroLi,land_ice_runoff_flux,Land Ice Runoff Flux,ImonAnt,kg m-2 s-1,
hfls,hfls,surface_upward_latent_heat_flux,Surface Upward Latent Heat Flux,ImonAnt,W m-2,
hfss,hfss,surface_upward_sensible_heat_flux,Surface Upward Sensible Heat Flux,ImonAnt,W m-2,
rsds,rsds,surface_downwelling_shortwave_flux_in_air,Surface Downwelling Shortwave Radiation,ImonAnt,W m-2,
rsus,rsus,surface_upwelling_shortwave_flux_in_air,Surface Upwelling Shortwave Radiation,ImonAnt,W m-2,
rlds,rlds,surface_downwelling_longwave_flux_in_air,Surface Downwelling Longwave Radiation,ImonAnt,W m-2,
rlus,rlus,surface_upwelling_longwave_flux_in_air,Surface Upwelling Longwave Radiation,ImonAnt,W m-2,
libmassbfgr,libmassbfgr,land_ice_basal_specific_mass_balance_flux,Basal specific mass balance flux of grounded ice sheet,ImonAnt,kg m-2 s-1,
libmassbffl,libmassbffl,land_ice_basal_specific_mass_balance_flux,Basal specific mass balance flux of floating ice shelf,ImonAnt,kg m-2 s-1,
licalvf,licalvf,land_ice_specific_mass_flux_due_to_calving,Land ice calving flux,ImonAnt,kg m-2 s-1,
lifmassbf,lifmassbf,land_ice_specific_mass_flux_due_to_calving_and_ice_front_melting,Land ice vertical front mass balance flux,ImonAnt,kg m-2 s-1,
orog,orog,surface_altitude,Surface Altitude,ImonAnt,m,
snc,snc,surface_snow_area_fraction,snow cover fraction,ImonAnt,%,
hfgeoubed,hfgeoubed,upward_geothermal_heat_flux_at_ground_level_in_land_ice,Geothermal Heat flux beneath land ice,IfxGre,W m-2,
topg,topg,bedrock_altitude,Bedrock Altitude,IfxGre,m,
lithk,lithk,land_ice_thickness,Ice Sheet Thickness,IfxGre,m,
areacellg,areacellg,cell_area,Grid-Cell Area for Ice Sheet Variables,IfxGre,m2,
hfgeoubed,hfgeoubed,upward_geothermal_heat_flux_at_ground_level_in_land_ice,Geothermal Heat flux beneath land ice,IfxAnt,W m-2,
topg,topg,bedrock_altitude,Bedrock Altitude,IfxAnt,m,
lithk,lithk,land_ice_thickness,Ice Sheet Thickness,IfxAnt,m,
areacellg,areacellg,cell_area,Grid-Cell Area for Ice Sheet Variables,IfxAnt,m2,
orog,orog,surface_altitude,Surface Altitude,IyrGre,m,
lithk,lithk,land_ice_thickness,Ice Sheet Thickness,IyrGre,m,
modelCellAreai,modelCellAreai,cell_area,The cell area of the ice sheet model.,IyrGre,m2,
topg,topg,bedrock_altitude,Bedrock Altitude,IyrGre,m,
litemptop,litemptop,temperature_at_top_of_ice_sheet_model,Temperature at top of ice sheet model,IyrGre,K,
litempbotgr,litempbotgr,land_ice_basal_temperature,Basal temperature of grounded ice sheet,IyrGre,K,
litempbotfl,litempbotfl,land_ice_basal_temperature,Basal temperature of floating ice shelf,IyrGre,K,
acabf,acabf,land_ice_surface_specific_mass_balance_flux,Surface Mass Balance flux,IyrGre,kg m-2 s-1,
libmassbfgr,libmassbfgr,land_ice_basal_specific_mass_balance_flux,Basal specific mass balance flux of grounded ice sheet,IyrGre,kg m-2 s-1,
libmassbffl,libmassbffl,land_ice_basal_specific_mass_balance_flux,Basal specific mass balance flux of floating ice shelf,IyrGre,kg m-2 s-1,
licalvf,licalvf,land_ice_specific_mass_flux_due_to_calving,Land ice calving flux,IyrGre,kg m-2 s-1,
lifmassbf,lifmassbf,land_ice_specific_mass_flux_due_to_calving_and_ice_front_melting,Land ice vertical front mass balance flux,IyrGre,kg m-2 s-1,
snc,snc,surface_snow_area_fraction,snow cover fraction,IyrGre,%,
sftgif,sftgif,land_ice_area_fraction,Fraction of Grid Cell Covered with Glacier,IyrGre,%,
sftgrf,sftgrf,grounded_ice_sheet_area_fraction,Grounded Ice Sheet  Area Fraction,IyrGre,%,
sftflf,sftflf,floating_ice_shelf_area_fraction,Floating Ice Shelf  Area Fraction,IyrGre,%,
xvelsurf,xvelsurf,land_ice_surface_x_velocity,X-component of land ice surface velocity,IyrGre,m s-1,
yvelsurf,yvelsurf,land_ice_surface_y_velocity,Y-component of land ice surface velocity,IyrGre,m s-1,
zvelsurf,zvelsurf,land_ice_surface_upward_velocity,Upward component of land ice surface velocity,IyrGre,m s-1,
xvelbase,xvelbase,land_ice_basal_x_velocity,X-component of land ice basal velocity,IyrGre,m s-1,
yvelbase,yvelbase,land_ice_basal_y_velocity,Y-component of land ice basal velocity,IyrGre,m s-1,
zvelbase,zvelbase,land_ice_basal_upward_velocity,Upward-component of land ice basal velocity,IyrGre,m s-1,
xvelmean,xvelmean,land_ice_vertical_mean_x_velocity,X-component of land ice vertical mean velocity,IyrGre,m s-1,
yvelmean,yvelmean,land_ice_vertical_mean_y_velocity,Y-component of land ice vertical mean velocity,IyrGre,m s-1,
strbasemag,strbasemag,land_ice_basal_drag,Land Ice Basal Drag,IyrGre,Pa,
hfgeoubed,hfgeoubed,upward_geothermal_heat_flux_at_ground_level_in_land_ice,Geothermal Heat flux beneath land ice,IyrGre,W m-2,
lim,lim,land_ice_mass,Ice sheet mass,IyrGre,kg,
limnsw,limnsw,land_ice_mass_not_displacing_sea_water,Ice sheet mass that does not displace sea water,IyrGre,kg,
iareagr,iareagr,grounded_ice_sheet_area,Area covered by grounded ice sheet,IyrGre,m2,
iareafl,iareafl,floating_ice_shelf_area,Area covered by floating ice shelves,IyrGre,m2,
tendacabf,tendacabf,tendency_of_land_ice_mass_due_to_surface_mass_balance,Total surface mass balance flux,IyrGre,kg s-1,
tendlibmassbf,tendlibmassbf,tendency_of_land_ice_mass_due_to_basal_mass_balance,Total basal mass balance flux,IyrGre,kg s-1,
tendlicalvf,tendlicalvf,tendency_of_land_ice_mass_due_to_calving,Total calving flux,IyrGre,kg s-1,
orog,orog,surface_altitude,Surface Altitude,IyrAnt,m,
lithk,lithk,land_ice_thickness,Ice Sheet Thickness,IyrAnt,m,
modelCellAreai,modelCellAreai,cell_area,The cell area of the ice sheet model.,IyrAnt,m2,
topg,topg,bedrock_altitude,Bedrock Altitude,IyrAnt,m,
litemptop,litemptop,temperature_at_top_of_ice_sheet_model,Temperature at top of ice sheet model,IyrAnt,K,
litempbotgr,litempbotgr,land_ice_basal_temperature,Basal temperature of grounded ice sheet,IyrAnt,K,
litempbotfl,litempbotfl,land_ice_basal_temperature,Basal temperature of floating ice shelf,IyrAnt,K,
acabf,acabf,land_ice_surface_specific_mass_balance_flux,Surface Mass Balance flux,IyrAnt,kg m-2 s-1,
libmassbfgr,libmassbfgr,land_ice_basal_specific_mass_balance_flux,Basal specific mass balance flux of grounded ice sheet,IyrAnt,kg m-2 s-1,
libmassbffl,libmassbffl,land_ice_basal_specific_mass_balance_flux,Basal specific mass balance flux of floating ice shelf,IyrAnt,kg m-2 s-1,
licalvf,licalvf,land_ice_specific_mass_flux_due_to_calving,Land ice calving flux,IyrAnt,kg m-2 s-1,
lifmassbf,lifmassbf,land_ice_specific_mass_flux_due_to_calving_and_ice_front_melting,Land ice vertical front mass balance flux,IyrAnt,kg m-2 s-1,
snc,snc,surface_snow_area_fraction,snow cover fraction,IyrAnt,%,
sftgif,sftgif,land_ice_area_fraction,Fraction of Grid Cell Covered with Glacier,IyrAnt,%,
sftgrf,sftgrf,grounded_ice_sheet_area_fraction,Grounded Ice Sheet  Area Fraction,IyrAnt,%,
sftflf,sftflf,floating_ice_shelf_area_fraction,Floating Ice Shelf  Area Fraction,IyrAnt,%,
xvelsurf,xvelsurf,land_ice_surface_x_velocity,X-component of land ice surface velocity,IyrAnt,m s-1,
yvelsurf,yvelsurf,land_ice_surface_y_velocity,Y-component of land ice surface velocity,IyrAnt,m s-1,
zvelsurf,zvelsurf,land_ice_surface_upward_velocity,Upward component of land ice surface velocity,IyrAnt,m s-1,
xvelbase,xvelbase,land_ice_basal_x_velocity,X-component of land ice basal velocity,IyrAnt,m s-1,
yvelbase,yvelbase,land_ice_basal_y_velocity,Y-component of land ice basal velocity,IyrAnt,m s-1,
zvelbase,zvelbase,land_ice_basal_upward_velocity,Upward-component of land ice basal velocity,IyrAnt,m s-1,
xvelmean,xvelmean,land_ice_vertical_mean_x_velocity,X-component of land ice vertical mean velocity,IyrAnt,m s-1,
yvelmean,yvelmean,land_ice_vertical_mean_y_velocity,Y-component of land ice vertical mean velocity,IyrAnt,m s-1,
strbasemag,strbasemag,land_ice_basal_drag,Land Ice Basal Drag,IyrAnt,Pa,
hfgeoubed,hfgeoubed,upward_geothermal_heat_flux_at_ground_level_in_land_ice,Geothermal Heat flux beneath land ice,IyrAnt,W m-2,
lim,lim,land_ice_mass,Ice sheet mass,IyrAnt,kg,
limnsw,limnsw,land_ice_mass_not_displacing_sea_water,Ice sheet mass that does not displace sea water,IyrAnt,kg,
iareagr,iareagr,grounded_ice_sheet_area,Area covered by grounded ice sheet,IyrAnt,m2,
iareafl,iareafl,floating_ice_shelf_area,Area covered by floating ice shelves,IyrAnt,m2,
tendacabf,tendacabf,tendency_of_land_ice_mass_due_to_surface_mass_balance,Total surface mass balance flux,IyrAnt,kg s-1,
tendlibmassbf,tendlibmassbf,tendency_of_land_ice_mass_due_to_basal_mass_balance,Total basal mass balance flux,IyrAnt,kg s-1,
tendlicalvf,tendlicalvf,tendency_of_land_ice_mass_due_to_calving,Total calving flux,IyrAnt,kg s-1,
o3,o3,mole_fraction_of_ozone_in_air,Ozone volume mixing ratio,E3hrPt,mol mol-1,
rls,rls,surface_net_downward_longwave_flux,Net Longwave Surface Radiation,day,W m-2,
ps,ps,surface_air_pressure,Surface Pressure,CFmon,Pa,
pp,pp,tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production,Primary Carbon Production by Total Phytoplankton,Omon,mol m-3 s-1,
volcello,volcello,ocean_volume,Ocean Grid-Cell Volume,Omon,m3,
clivi,clivi,atmosphere_mass_content_of_cloud_ice,Ice Water Path,CF3hr,kg m-2,
clt,clt,cloud_area_fraction,Total Cloud Fraction,CF3hr,%,
clwvi,clwvi,atmosphere_mass_content_of_cloud_condensed_water,Condensed Water Path,CF3hr,kg m-2,
hfls,hfls,surface_upward_latent_heat_flux,Surface Upward Latent Heat Flux,CF3hr,W m-2,
hfss,hfss,surface_upward_sensible_heat_flux,Surface Upward Sensible Heat Flux,CF3hr,W m-2,
pr,pr,precipitation_flux,Precipitation,CF3hr,kg m-2 s-1,
prc,prc,convective_precipitation_flux,Convective Precipitation,CF3hr,kg m-2 s-1,
prsn,prsn,snowfall_flux,Snowfall Flux,CF3hr,kg m-2 s-1,
prw,prw,atmosphere_mass_content_of_water_vapor,Water Vapor Path,CF3hr,kg m-2,
rlds,rlds,surface_downwelling_longwave_flux_in_air,Surface Downwelling Longwave Radiation,CF3hr,W m-2,
rldscs,rldscs,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,Surface Downwelling Clear-Sky Longwave Radiation,CF3hr,W m-2,
rlus,rlus,surface_upwelling_longwave_flux_in_air,Surface Upwelling Longwave Radiation,CF3hr,W m-2,
rlut,rlut,toa_outgoing_longwave_flux,TOA Outgoing Longwave Radiation,CF3hr,W m-2,
rlutcs,rlutcs,toa_outgoing_longwave_flux_assuming_clear_sky,TOA Outgoing Clear-Sky Longwave Radiation,CF3hr,W m-2,
rsds,rsds,surface_downwelling_shortwave_flux_in_air,Surface Downwelling Shortwave Radiation,CF3hr,W m-2,
rsdscs,rsdscs,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,Surface Downwelling Clear-Sky Shortwave Radiation,CF3hr,W m-2,
rsdt,rsdt,toa_incoming_shortwave_flux,TOA Incident Shortwave Radiation,CF3hr,W m-2,
rsus,rsus,surface_upwelling_shortwave_flux_in_air,Surface Upwelling Shortwave Radiation,CF3hr,W m-2,
rsut,rsut,toa_outgoing_shortwave_flux,TOA Outgoing Shortwave Radiation,CF3hr,W m-2,
rsutcs,rsutcs,toa_outgoing_shortwave_flux_assuming_clear_sky,TOA Outgoing Clear-Sky Shortwave Radiation,CF3hr,W m-2,
sfcWind,sfcWind,wind_speed,Near-Surface Wind Speed,CF3hr,m s-1,
co23D,co23D,mass_fraction_of_carbon_dioxide_tracer_in_air,3D field of transported CO2,Emon,kg kg-1,
cSoilAbove1m,cSoilAbove1m,soil_mass_content_of_carbon,Carbon Mass in Soil Pool above 1m Depth,Emon,kg m-2,
fNfert,fNfert,tendency_of_soil_mass_content_of_nitrogen_compounds_expressed_as_nitrogen_due_to_fertilization,total N added for cropland fertilisation (artificial and manure),Emon,kg m-2 s-1,
fNAnthDisturb,fNAnthDisturb,tendency_of_atmosphere_mass_content_of_nitrogen_compounds_expressed_as_nitrogen_due_to_anthropogenic_emission,nitrogen mass flux out of land due to any human activity,Emon,kg m-2 s-1,
pastureFracC3,pastureFracC3,area_fraction,C3 Pasture Area Percentage,Emon,%,
pastureFracC4,pastureFracC4,area_fraction,C4 Pasture Area Percentage,Emon,%,
cVegTree,cVegTree,vegetation_carbon_content,Carbon mass in vegetation on tree tiles,Emon,kg m-2,
cVegShrub,cVegShrub,vegetation_carbon_content,Carbon mass in vegetation on shrub tiles,Emon,kg m-2,
cVegGrass,cVegGrass,vegetation_carbon_content,Carbon mass in vegetation on grass tiles,Emon,kg m-2,
cLitterTree,cLitterTree,litter_mass_content_of_carbon,Carbon mass in litter on tree tiles,Emon,kg m-2,
cLitterShrub,cLitterShrub,litter_mass_content_of_carbon,Carbon mass in litter on shrub tiles,Emon,kg m-2,
cLitterGrass,cLitterGrass,litter_mass_content_of_carbon,Carbon mass in litter on grass tiles,Emon,kg m-2,
cSoilTree,cSoilTree,soil_mass_content_of_carbon,Carbon mass in soil on tree tiles,Emon,kg m-2,
cSoilShrub,cSoilShrub,soil_mass_content_of_carbon,Carbon mass in soil on shrub tiles,Emon,kg m-2,
